step,div_protein,true_label_1,pred_label_1,true_label_2,pred_label_2,true_label_3,pred_label_3,true_label_4,pred_label_4,true_label_5,pred_label_5,phase_dna,phase_rna,phase_protein
123,0.37906763228481344,0.9267180640374492,0.9416661197784305,0.05030971701678653,0.2886915939963321,0.2737882132346149,0.2278578688172971,0.815646328479146,0.4252986823674255,0.7543547397791682,0.9141752239105713,0.0,0.15,0.15
124,0.33309272613400837,0.1782168270278183,0.06295015067453907,0.20032667200845633,0.09389970104148188,0.36822173522340756,0.4404105226357244,0.48814324596930586,0.7408200195827858,0.6205263891204301,0.7369158307897429,0.0,0.15,0.15
125,0.5039904687396077,0.36565194000995915,0.39270183726617003,0.45649280405014164,0.5407795876845427,0.7486003371651608,0.684903565230433,0.032194207333130956,0.24458123802469875,0.243949895817721,0.38596493283100364,0.0,0.15,0.15
126,0.3394384460263136,0.7157711065899864,0.5758481267277675,0.8942587533278077,0.7846269226783589,0.5106929699424845,0.3447435863535635,0.5365954907556637,0.47661548899728085,0.09441273550121083,0.08979085243672674,0.0,0.15,0.15
127,0.5826009713546937,0.44544590245119214,0.37571681740597807,0.5274004328089843,0.4091229461673335,0.2390726112233328,0.11874219251253795,0.2689653147902001,0.34354819354933924,0.37246885893409143,0.580703378595251,0.0,0.15,0.15
128,0.4677925871339269,0.011053570429937485,0.19550057062472836,0.3143836771736982,0.1859605594502828,0.2077720002035162,0.10955742003368955,0.32827427219078964,0.4673782776392437,0.10737313017876486,0.17052117802534428,0.0,0.15,0.15
129,0.35120885918542977,0.8958722473769317,0.6603291945832039,0.5890934778032262,0.6325362739469857,0.6796187985770953,0.43810248490667164,0.7983079159185663,0.6981838902441022,0.4971901406090195,0.38135929866459467,0.0,0.15,0.15
130,0.6157308213265504,0.07900567599929709,0.08036071356455515,0.5319425601917782,0.5640703795769356,0.5865304826278038,0.30547322842114183,0.7537842788175677,0.704304587597111,0.4284434166988733,0.4720254905324233,0.0,0.15,0.15
131,0.33942850769966615,0.12033658415525218,0.22924507951832473,0.2756294749853426,0.3655835919385827,0.3607656797644019,0.4725876128652882,0.6524599476939718,0.6003976666377849,0.5716536440643001,0.5208360180426922,0.0,0.15,0.15
132,0.47420953720093073,0.35262354625211983,0.3375652311568513,0.9866421338913365,0.9223799694340045,0.6056339231921041,0.4981274034078083,0.2363691380840752,0.3059793000269748,0.08886469098115267,0.18744080099163682,0.0,0.15,0.15
133,0.4299292580406492,0.14603252333710473,0.11821095995071416,0.2373660660182423,0.1491144654843798,0.15655024736009457,0.3735263249916261,0.18479204894135404,0.13020800225688406,0.2775685953156228,0.30780356906960293,0.0,0.15,0.15
134,0.5301741289398798,0.1668854695904545,0.126156236679276,0.8958356894348333,0.8967461297218556,0.0753814127470248,0.09395206754348254,0.5288557401556198,0.6384054684329749,0.4065553629889901,0.3914242718534628,0.0,0.15,0.15
135,0.5561511196726853,0.9892391378328459,0.7751351826857058,0.10187062001115808,0.11580041008644085,0.39585072249083797,0.5822047056043036,0.9818718772385953,0.6826340623571172,0.8750504107715223,0.7883260300809138,0.0,0.15,0.15
136,0.4032004149065767,0.8212050208344749,0.7013687760175424,0.24945179374092852,0.3684522053134778,0.16684795944335856,0.16917446338111436,0.6755974368161775,0.588371989584327,0.9407976509558954,0.8027837997085395,0.0,0.15,0.15
137,0.32465821296538167,0.5566007209436479,0.44410953905527817,0.5668549470316184,0.664237160440451,0.2769174629767068,0.5071233359902373,0.7782732856986847,0.6119852078744782,0.17663349261083927,0.17481907913273845,0.0,0.15,0.15
138,0.44599721429391165,0.31967116562648046,0.2935877044461947,0.4189577703268069,0.7433755375171206,0.5065894455892392,0.3364734878566452,0.24164592883231695,0.4843546660311016,0.10230297030462916,0.43887414544868747,0.0,0.15,0.15
139,0.3322284630247894,0.6113465175823367,0.43748899729788454,0.280541275953746,0.4091642736677078,0.5808773564770626,0.6536472829692304,0.15200460082444528,0.20227458684830563,0.4793791905710856,0.48548640545031857,0.0,0.15,0.15
140,0.6013387247526624,0.5320283964781398,0.38206796301888807,0.04094634211465361,0.05047022057188418,0.3340502880901785,0.23406062082582288,0.1316953534974103,0.09599651319511777,0.049327627994038434,0.23755816769672655,0.0,0.15,0.15
141,0.41365353310827374,0.9969458505672673,0.6697339223982168,0.314661590352284,0.3952619075174482,0.8115632877047088,0.46510791391730405,0.25409832253854425,0.3498657412115704,0.6856344557884415,0.7219022742397584,0.0,0.15,0.15
